--------LSTM optimized by adam--------
epoch		training loss		testing loss		time (s)
1		0.259573		0.267248		106.783		saved
2		0.226522		0.236014		106.901		saved
3		0.202099		0.209202		106.603		saved
4		0.183807		0.183811		110.649		saved
5		0.174987		0.174305		106.854		saved
6		0.164434		0.177341		106.638		saved
7		0.154715		0.171694		107.17		saved
8		0.156175		0.160037		107.15		saved
9		0.150709		0.153115		106.882		saved
10		0.144978		0.153953		107.813		saved
11		0.142038		0.143042		106.795		saved
12		0.137757		0.143575		107.087		saved
13		0.134753		0.141358		106.805		saved
14		0.132671		0.135248		106.671		saved
15		0.129551		0.132212		107.189		saved
16		0.126891		0.129646		107.03		saved
17		0.12628		0.128428		106.887		saved
18		0.124246		0.128601		107.412		saved
19		0.121217		0.125277		108.948		saved
20		0.121153		0.124591		107.144		saved
21		0.119585		0.120743		107.457		saved
22		0.117989		0.121921		107.129		saved
23		0.115686		0.124723		107.011		saved
24		0.116374		0.11712		107.925		saved
25		0.114566		0.116315		107.314		saved
26		0.11288		0.114268		107.577		saved
27		0.112017		0.115506		107.449		saved
28		0.107243		0.120842		107.073		saved
29		0.108167		0.111007		107.257		saved
30		0.108696		0.110077		107.355		saved
31		0.107486		0.110992		107.458		saved
32		0.104726		0.107705		107.511		saved
33		0.105142		0.106272		107.212		saved
34		0.103581		0.105053		107.309		saved
35		0.102443		0.103497		107.682		saved
36		0.100797		0.103901		107.442		saved
37		0.100584		0.10151		107.271		saved
38		0.0975012		0.108888		107.455		saved
39		0.0986621		0.0984882		107.288		saved
40		0.0963989		0.098004		107.385		saved
41		0.0955302		0.0964015		107.483		saved
42		0.0927659		0.103477		107.152		saved
43		0.0927849		0.0968538		107.994		saved
44		0.0915769		0.0928255		107.474		saved
45		0.0906541		0.096137		107.39		saved
46		0.0898899		0.0926123		107.166		saved
47		0.0882178		0.0920021		107.493		saved
48		0.0883343		0.0888913		107.24		saved
49		0.0859781		0.0936918		107.402		saved
50		0.0872025		0.0873687		107.231		saved
51		0.0846324		0.0873417		107.262		saved
52		0.083427		0.0919687		107.741		saved
53		0.0834279		0.0856485		107.36		saved
54		0.0824973		0.08898		107.602		saved
55		0.081739		0.0890709		108.446		saved
56		0.0817549		0.0831829		107.651		saved
57		0.0799659		0.0872067		107.187		saved
58		0.0806488		0.0841301		108.161		saved
