# Time(ns),period(us),execution,x,y,z,Vx,Vy,Vz,roll_OT,pitch_OT,yaw_OT,roll_PX4,pitch_PX4,yaw_PX4,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyr_x,imu_gyr_y,imu_gyr_z,imu_mag_x,imu_mag_y,imu_mag_z,imu_absolute_pressure,ultrasonic_distance
62459074878,9876,119,-1.7188,0.0185769,-0.427111,-0.0110107,0.0280034,0.0162704,-0.0576613,0.00832728,0.0350254,-0.031295,-0.0268902,2.82298,-0.2663,0.307662,-9.72962,0.00146467,-0.00514388,-0.000756632,-0.167475,-0.0714699,0.477424,1011.47,26
62469097571,10015,128,-1.7188,0.0185769,-0.427111,-0.0110107,0.0280034,0.0162704,-0.0576613,0.00832728,0.0350254,-0.0312969,-0.0268903,2.82298,-0.287124,0.326743,-9.7717,0.00115829,-0.00408325,-0.00030641,-0.168388,-0.0750618,0.476464,1011.47,26
62479209340,10127,116,-1.7186,0.0180588,-0.427429,0.00963774,-0.0252668,-0.0155349,-0.0459122,0.00739585,0.0365864,-0.0313105,-0.0268827,2.82298,-0.25096,0.325966,-9.75277,0.00121971,-0.00515977,0.00117918,-0.164304,-0.0753229,0.478886,1011.47,26
62489615417,10411,113,-1.7186,0.0180588,-0.427429,0.00963774,-0.0252668,-0.0155349,-0.0459122,0.00739585,0.0365864,-0.0313152,-0.026879,2.82298,-0.253701,0.303725,-9.76667,0.000947328,-0.00514833,-0.000199019,-0.165397,-0.0774095,0.479706,1011.47,26
62499284340,9666,114,-1.71859,0.0180159,-0.427429,0.000994873,-0.00219564,3.05176e-05,-0.0458337,0.00714742,0.0368804,-0.0313174,-0.0268759,2.82296,-0.254626,0.317624,-9.77228,0.00147545,-0.00546433,-0.000437119,-0.165397,-0.0774095,0.479706,1011.47,26
62509247801,9958,118,-1.71859,0.0180159,-0.427429,0.000994873,-0.00219564,3.05176e-05,-0.0458337,0.00714742,0.0368804,-0.0313173,-0.0268762,2.82295,-0.265258,0.286644,-9.7745,0.00147554,-0.00514654,-0.000434501,-0.165735,-0.0770049,0.47916,1011.46,26
62519704340,10451,126,-1.7186,0.0181257,-0.427437,-0.000953311,0.00535465,-0.000399635,-0.0481354,0.00898047,0.0370805,-0.0313124,-0.0268818,2.82293,-0.265258,0.286644,-9.7745,0.00147554,-0.00514654,-0.000434501,-0.165735,-0.0770049,0.47916,1011.46,26
62529094186,9384,126,-1.7186,0.0181257,-0.427437,-0.000953311,0.00535465,-0.000399635,-0.0481354,0.00898047,0.0370805,-0.0313073,-0.0268875,2.82292,-0.287835,0.292174,-9.73086,0.00165899,-0.0062037,-0.00130156,-0.16725,-0.0766664,0.476973,1011.46,26
62539067263,9992,113,-1.7186,0.0180809,-0.427408,0.000323486,-0.00229588,0.00149384,-0.0453836,0.00624946,0.0363163,-0.0312959,-0.0268958,2.8229,-0.254489,0.296192,-9.73308,0.00192629,-0.00515357,0.000403591,-0.166367,-0.0762069,0.479428,1011.5,26
62549587263,10522,111,-1.7186,0.0180809,-0.427408,0.000323486,-0.00229588,0.00149384,-0.0453836,0.00624946,0.0363163,-0.0312894,-0.0268951,2.82289,-0.266035,0.314683,-9.743,0.00200264,-0.0050363,-0.000451372,-0.166059,-0.0780244,0.476681,1011.5,26
62559076878,9477,121,-1.71859,0.0180448,-0.427419,0.000249953,-0.0017583,-0.000536237,-0.0479219,0.00783644,0.0362424,-0.0312855,-0.0268906,2.82289,-0.243993,0.309718,-9.74133,0.00145761,-0.00566989,-0.000966248,-0.166165,-0.0758777,0.478304,1011.5,26
62569078878,10010,116,-1.71859,0.0180448,-0.427419,0.000249953,-0.0017583,-0.000536237,-0.0479219,0.00783644,0.0362424,-0.0312843,-0.0268893,2.82289,-0.284246,0.30949,-9.71635,0.00136722,-0.00514654,-0.000430845,-0.166957,-0.0700392,0.478539,1011.49,26
